Angola,53.1717990956743,49.264241775991,75.2646782438055,109.295229983613,206.454410524705,312.228824978484,Africa
Albania,552.252184819181,663.783995402449,1449.64741324695,1722.07284972507,1943.34335385842,2309.36650255581,Europe
United Arab Emirates,8500.72630538079,9402.96220844772,12314.0512217053,12279.9121664696,10609.9564116347,11088.3502863794,Asia
Argentina,1303.9778990247,1648.89513287663,2088.80813962555,2408.43252466624,2877.65265331343,3074.70207056563,South America
Armenia,2722.59311378676,1050.24386544446,1297.56700485504,1521.49973719245,1726.25975778146,1961.61039526467,Europe
Armenia,2722.59311378676,1050.24386544446,1297.56700485504,1521.49973719245,1726.25975778146,1961.61039526467,Asia
Australia,8527.22808539065,8994.35590969456,10193.9121808594,10458.4501931865,10726.9281831902,10071.3989785006,Asia
Austria,6111.47652011957,6344.39308740837,7076.26948339438,7977.68159741774,8382.71115445338,8355.84195182134,Europe
Azerbaijan,2575.63905573404,1951.98438516591,2040.4790895311,2388.38873430769,1603.43137406492,2202.39391828846,Europe
Azerbaijan,2575.63905573404,1951.98438516591,2040.4790895311,2388.38873430769,1603.43137406492,2202.39391828846,Asia
Belgium,6380.31321975416,7379.73707904784,8247.67711254725,8509.99707308703,8393.94962326946,7709.12307788247,Europe
Benin,34.9503143117922,41.8250062060181,58.1128528298556,73.7889498228877,95.4424698771934,100.225122540037,Africa
Bangladesh,49.780969549516,78.232226068037,104.607743131888,176.077326435431,247.263382529192,320.204158205446,Asia
Bulgaria,4758.73190255565,4211.12513140807,3673.60687143429,4165.18039235553,4560.41491703377,4708.92745757231,Europe
Bahrain,15621.1247129137,20553.595282572,20014.7153748584,21325.6497114143,18038.2960205019,19596.9537638231,Asia
Belarus,4380.90097163608,2789.97449480086,2996.30947501957,3245.37208781327,3563.6377659834,3679.9788400689,Europe
Bolivia,266.138681706003,351.598157940516,415.881469148509,476.587322820539,596.501598731762,742.538399742886,South America
Brazil,1460.76034878789,1634.39803713983,1897.35313747888,2015.79992356084,2374.11665262872,2619.96061573831,South America
Botswana,769.376633953912,935.900036346954,1155.57762451212,1464.63910958836,1561.06496637067,1815.55806865223,Africa
Canada,16167.3745586043,16532.382036352,17037.0722808289,16948.2752209397,15269.745476893,15588.4871464315,North America
Switzerland,7445.292016894,7283.3801587828,7845.63454779552,8305.37110156291,8174.40816244636,7520.16602494502,Europe
Chile,1237.62460146702,1745.3747222177,2499.29068898363,3095.64751193572,3306.95272965285,3879.6756048595,South America
China,510.619854913516,770.280241190849,992.943384720171,1782.31215291627,2943.58995443689,3927.04449998901,Asia
Cameroon,199.064726850937,160.073670653239,175.261675866454,186.427765443871,261.488470639525,275.197913680616,Africa
Colombia,871.593984140627,920.47436457616,845.597516929425,909.216014329109,1094.56094161916,1312.1994929878,South America
Costa Rica,1071.98968530499,1281.33025941931,1506.92564958565,1721.15192105849,1887.98041149322,1942.48816990297,North America
Germany,6639.73169146049,6327.70975399499,6635.42140596667,7138.22148529185,7264.32259073555,7035.48297471676,Europe
Denmark,5944.82836695787,6424.53729172371,6482.48862839575,6659.00042661297,6327.50645629896,5858.80153628748,Europe
Dominican Republic,391.252869911995,501.7107145995,1327.77402721488,1234.65787544531,1394.82529408349,1615.51524233024,North America
Algeria,531.583898345847,559.917949174458,683.294872292539,890.625816371804,1016.63666871378,1362.87191909646,Africa
Ecuador,480.699025132994,552.150795393954,634.880680520172,794.526367896303,1137.95662241524,1376.39311532627,South America
Spain,3536.74997212311,3917.32464338354,5167.80967319354,6111.21922344445,5706.56306279914,5355.98700558221,Europe
Estonia,5755.89450245798,4244.64407775397,4540.49256076479,5531.54582864313,6506.31818096472,6732.36747315611,Europe
Ethiopia,22.5944505982883,24.0850199099325,22.755824237698,33.5314171237429,48.2998829164284,69.1987531624304,Africa
Finland,12485.6836482847,13591.3966705757,15305.409808607,16117.8903321632,16484.0942753711,15249.9893802302,Europe
France,5969.01931129973,6621.94197064491,7224.52698542992,7652.86430371847,7734.72678262139,6939.94352490927,Europe
Gabon,919.442899752288,771.466967019557,880.03516884301,916.184902509728,957.429778221089,1167.85221361079,Africa
United Kingdom,5356.57521000099,5575.8084890423,6114.52925918564,6270.98405949047,5700.85586444268,5130.39025330028,Europe
Georgia,3039.15035401916,1492.36042855284,1574.3914041516,1916.47902904546,2049.54452365453,2693.97276022513,Europe
Georgia,3039.15035401916,1492.36042855284,1574.3914041516,1916.47902904546,2049.54452365453,2693.97276022513,Asia
Ghana,323.557190459503,349.534505497425,326.160431926044,242.772721184239,277.486106626579,351.301578961752,Africa
Greece,3221.40532041842,3708.99758789709,4586.32987001065,5297.20002541112,5333.43955553561,5062.60642155232,Europe
Guatemala,205.190762769313,299.121610967702,332.189766467143,486.164507257019,556.043060412196,601.189731088787,North America
Honduras,367.888704283068,353.826422566138,488.401491274862,573.402413331036,617.856150968985,619.836394903786,North America
Croatia,2966.2776658612,2314.70358417586,2828.81506218693,3582.24607292794,3922.31086688238,3714.38298844207,Europe
Haiti,58.8242231330662,30.2149795797096,35.7994972947159,37.3017136603008,24.5242841673031,39.0558050576888,North America
Hungary,3426.55110069532,3066.52215396218,3309.2837106285,3771.36461398831,3876.49108407051,3965.95823348335,Europe
Indonesia,162.523825003844,263.620966712445,390.423655668122,500.650781496815,635.985276111571,811.906904947585,Asia
India,272.063483743806,358.762212137309,393.64624743933,468.025752795706,640.394603119482,804.514228089279,Asia
Ireland,3767.52929873699,4525.27556631062,5796.05558116396,6241.71557392773,5927.86867990233,5672.06413410796,Europe
